organism,complete_buscos,single_copy_buscos,fragmented_buscos,missing_buscos
GCA_021307315.1_Bisporella_sp._PMI857_v1.0_genomic.fna,746,720,3,9
GCA_026954535.1_ASM2695453v1_genomic.fna,727,679,4,27
GCA_030267825.1_ASM3026782v1_genomic.fna,225,223,233,300
GCA_949124465.1_BAK_1a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_014621405.1_ASM1462140v1_genomic.fna,711,708,23,24
GCA_025327125.1_ASM2532712v1_genomic.fna,739,735,9,10
GCA_004802725.1_ASM480272v1_genomic.fna,739,735,3,16
GCA_020503095.1_ASM2050309v1_genomic.fna,746,745,6,6
GCA_001593205.1_ASM159320v1_genomic.fna,718,700,12,28
GCA_030553475.1_ASM3055347v1_genomic.fna,694,373,51,13
GCA_030061595.1_Pva_DTO27B3_1_genomic.fna,748,742,2,8
GCA_020500975.1_ASM2050097v1_genomic.fna,745,744,6,7
GCA_023758005.1_ASM2375800v1_genomic.fna,749,748,2,7
GCA_000149865.1_BD_JEL423_genomic.fna,663,652,16,79
GCA_020503165.1_ASM2050316v1_genomic.fna,742,741,8,8
GCA_022160275.1_Aurvu1_genomic.fna,734,721,8,16
GCA_040760105.1_Colletotrichum_acutatum_COL14_genomic.fna,744,741,2,12
GCA_020744225.1_Parch1_genomic.fna,747,745,3,8
GCA_011763815.1_ASM1176381v1_genomic.fna,700,534,23,35
GCA_009193595.1_Aspber1_genomic.fna,750,748,1,7
GCA_003046745.1_ASM304674v1_genomic.fna,733,716,1,24
GCA_023134445.1_ASM2313444v1_genomic.fna,747,745,2,9
GCA_014621425.1_ASM1462142v1_genomic.fna,740,733,10,8
GCA_022830395.1_ASM2283039v1_genomic.fna,746,744,5,7
GCA_003795295.1_ASM379529v1_genomic.fna,750,747,1,7
GCA_022830775.1_ASM2283077v1_genomic.fna,748,746,3,7
GCA_013365125.1_LMA-70_V2_genomic.fna,745,685,3,10
GCA_000977925.3_Sc_YJM1444_v1_genomic.fna,724,708,1,33
GCA_019925085.1_ASM1992508v1_genomic.fna,755,751,1,2
GCA_001646985.1_ASM164698v1_genomic.fna,753,751,2,3
GCA_000827335.1_Pisolithus_tinctorius_Marx_270_v1.0_genomic.fna,718,689,14,26
GCA_027604005.1_ASM2760400v1_genomic.fna,564,554,74,120
GCA_029226625.1_ASM2922662v1_genomic.fna,749,746,1,8
GCA_014065205.1_ASM1406520v1_genomic.fna,730,721,17,11
GCA_003012295.1_FIESC_12_NRRL13405_FIE12Z_contigs_genomic.fna,747,742,2,9
GCA_024752415.1_ASM2475241v1_genomic.fna,706,706,32,20
GCA_022831265.1_ASM2283126v1_genomic.fna,749,747,4,5
GCA_019207375.1_ASM1920737v1_genomic.fna,723,722,6,29
GCA_020557385.1_ASM2055738v1_genomic.fna,747,745,6,5
GCA_000978075.3_Sc_YJM1477_v1_genomic.fna,733,716,1,24
GCA_001466635.1_ASM146663v1_genomic.fna,725,572,2,31
GCA_024761585.1_ASM2476158v1_genomic.fna,688,251,48,22
GCA_022385745.1_Leisp1_genomic.fna,728,725,9,21
GCA_002812745.2_ASM281274v2_genomic.fna,745,736,7,6
GCA_020499495.1_ASM2049949v1_genomic.fna,743,742,8,7
GCA_029282285.1_Mycreb1_genomic.fna,727,398,14,17
GCA_009176375.1_Asppari1_genomic.fna,746,743,4,8
GCA_026026355.1_ASM2602635v1_genomic.fna,742,741,3,13
GCA_001984395.2_ASM198439v2_genomic.fna,743,29,1,14
GCA_028025295.1_ASM2802529v1_genomic.fna,732,731,3,23
GCA_010094095.1_Ampqui1_genomic.fna,752,748,0,6
GCA_022432385.1_XyFL1272_2_genomic.fna,744,742,1,13
GCA_010583015.1_Totfu1_genomic.fna,752,751,0,6
GCA_013368555.1_LU_GYC_1.0_genomic.fna,722,672,8,28
GCA_026054675.1_ASM2605467v1_genomic.fna,727,726,5,26
GCA_035927085.1_ASM3592708v1_genomic.fna,745,742,2,11
GCA_023647555.1_nphi_JUm1505_genomic.fna,117,116,35,606
GCA_024243675.1_npar_JUm2106_genomic.fna,155,155,34,569
GCA_025327165.1_ASM2532716v1_genomic.fna,746,743,6,6
GCA_020569145.1_ASM2056914v1_genomic.fna,747,745,6,5
GCA_029542985.1_ASM2954298v1_genomic.fna,707,706,13,38
GCA_025502635.1_ASM2550263v1_genomic.fna,749,744,2,7
GCA_027596945.1_ASM2759694v1_genomic.fna,565,502,68,125
GCA_030553415.1_ASM3055341v1_genomic.fna,755,22,1,2
GCA_001683735.1_ASM168373v1_genomic.fna,664,661,36,58
GCA_022831775.1_ASM2283177v1_genomic.fna,743,741,8,7
GCA_000333975.2_ASM33397v2_genomic.fna,631,581,16,111
GCA_000773735.1_Cand_albi_GC75_V1_genomic.fna,723,710,4,31
GCA_009728645.1_ASM972864v1_genomic.fna,748,746,4,6
GCA_030060675.1_Pva_DTO166G4_1_genomic.fna,749,743,2,7
GCA_022432395.1_Pestal1_genomic.fna,751,750,1,6
GCA_001023035.1_ASM102303v1_genomic.fna,747,742,7,4
GCA_000976665.2_Sc_YJM996_v1_genomic.fna,733,716,1,24
GCA_013365045.1_LMA-244_clib_genomic.fna,745,686,3,10
GCA_023376865.1_CSPX01_genomic.fna,746,743,3,9
GCA_020502625.1_ASM2050262v1_genomic.fna,744,743,6,8
GCA_020499155.1_ASM2049915v1_genomic.fna,744,743,6,8
GCA_900119595.1_version_1_genomic.fna,510,508,24,224
GCA_029990805.1_AKH_1a.nuclear_genome_genomic.fna,730,713,1,27
GCA_002443195.2_ASM244319v2_genomic.fna,750,748,3,5
GCA_018360225.1_CSU_CCC602_v1_genomic.fna,722,720,25,11
GCA_021235465.1_Umbelo1_genomic.fna,728,701,11,19
GCA_024704475.1_ASM2470447v1_genomic.fna,743,741,8,7
GCA_000150505.2_SO6_genomic.fna,727,705,5,26
GCA_026054655.1_ASM2605465v1_genomic.fna,727,725,4,27
GCA_009014655.1_Scer_Pf_1_01_genomic.fna,728,714,5,25
GCA_041154725.1_EbHS_assembly_01_genomic.fna,744,731,5,9
GCA_041381755.1_ASM4138175v1_genomic.fna,721,719,3,34
GCA_020500565.1_ASM2050056v1_genomic.fna,743,742,7,8
GCA_022578845.1_Hypcer1_genomic.fna,753,749,1,4
GCA_009809945.1_UNITO_GmarBEG34_1.0_genomic.fna,706,685,21,31
GCA_019206965.1_ASM1920696v1_genomic.fna,723,722,6,29
GCA_963924425.1_CAAN1_genomic.fna,732,729,4,22
GCA_027577495.1_UCR_CoemRSA720_1.0_genomic.fna,681,659,15,62
GCA_004917795.1_ASM491779v1_genomic.fna,750,749,5,3
GCA_027579015.1_UCR_CoemCherry401B_1.0_genomic.fna,474,461,116,168
GCA_028027445.1_ASM2802744v1_genomic.fna,752,751,2,4
GCA_001708105.1_ASM170810v1_genomic.fna,732,730,3,23
GCA_002251995.2_ASM225199v2_genomic.fna,696,689,8,54
GCA_011392555.1_CTC_F1880_1.0_genomic.fna,748,745,2,8
GCA_004786225.1_ASM478622v1_genomic.fna,748,747,6,4
GCA_020573315.1_ASM2057331v1_genomic.fna,746,744,7,5
GCA_911175325.1_Pnal_ESE00256_genomic.fna,749,744,1,8
GCA_024761475.1_ASM2476147v1_genomic.fna,746,745,7,5
GCA_023748765.1_Uh818_v1_genomic.fna,738,734,5,15
GCA_903819205.2_EM14S01-3B_Assembly_v2_genomic.fna,732,715,1,25
GCA_025766275.1_Lacind1_genomic.fna,728,413,10,20
GCA_041121665.1_ASM4112166v1_genomic.fna,723,710,4,31
GCA_020500775.1_ASM2050077v1_genomic.fna,749,748,5,4
GCA_000150085.1_ASM15008v1_genomic.fna,650,647,50,58
GCA_027577455.1_UCR_CoemRSA522_1.0_genomic.fna,543,528,74,141
GCA_020575445.1_ASM2057544v1_genomic.fna,746,744,7,5
GCA_002083745.1_Rhimi_ATCC52814_1_genomic.fna,731,685,8,19
GCA_949124575.1_APG.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_002008075.1_ASM200807v1_genomic.fna,718,714,5,35
GCA_949122005.1_AKR_HP2.nuclear_genome.ScRAP_genomic.fna,712,694,4,42
GCA_019206915.1_ASM1920691v1_genomic.fna,724,723,5,29
GCA_014188975.1_Copang1_genomic.fna,734,353,6,18
GCA_030036215.2_BBT_HP.nuclear_genome_genomic.fna,733,18,1,24
GCA_026054635.1_ASM2605463v1_genomic.fna,748,746,3,7
GCA_009014675.2_Ater_TN-484_02_genomic.fna,746,744,2,10
GCA_040285385.1_RUAS_Asp_niger_melanoliber_genomic.fna,744,734,3,11
GCA_020499805.1_ASM2049980v1_genomic.fna,747,746,6,5
GCA_022830575.1_ASM2283057v1_genomic.fna,746,744,5,7
GCA_000836375.1_Cryp_gatt_Ram5_V1_genomic.fna,713,713,14,31
GCA_024704685.1_ASM2470468v1_genomic.fna,745,743,6,7
GCA_020570415.1_ASM2057041v1_genomic.fna,746,744,7,5
GCA_020501425.1_ASM2050142v1_genomic.fna,745,744,5,8
GCA_004379285.1_ASM437928v1_genomic.fna,745,744,6,7
GCA_020577805.1_ASM2057780v1_genomic.fna,747,745,6,5
GCA_019207905.1_ASM1920790v1_genomic.fna,724,723,7,27
GCA_014898425.1_ASM1489842v1_genomic.fna,745,744,5,8
GCA_000182315.2_ASM18231v2_genomic.fna,729,715,3,26
GCA_000149955.2_ASM14995v2_genomic.fna,743,739,5,10
GCA_035930285.1_ASM3593028v1_genomic.fna,746,743,6,6
GCA_900096685.1_version_1_genomic.fna,749,744,2,7
GCA_911174865.1_Pnal_DTO335-D4_genomic.fna,750,745,1,7
GCA_035135055.1_ASM3513505v1_genomic.fna,757,756,0,1
GCA_905071735.1_AO_assembly_genomic.fna,623,622,48,87
GCA_023065415.1_ASM2306541v1_genomic.fna,747,745,4,7
GCA_016097735.1_ASM1609773v1_genomic.fna,726,647,7,25
GCA_019207295.1_ASM1920729v1_genomic.fna,724,723,5,29
GCA_020498765.1_ASM2049876v1_genomic.fna,743,742,9,6
GCA_020580695.1_ASM2058069v1_genomic.fna,747,745,6,5
GCA_033439745.1_Lashi1_genomic.fna,746,740,2,10
GCA_000769265.1_ASM76926v1_genomic.fna,751,749,2,5
GCA_024761565.1_ASM2476156v1_genomic.fna,733,47,14,11
GCA_027886735.1_LraTFB9207_1_genomic.fna,725,721,13,20
GCA_042257975.1_ASM4225797v1_genomic.fna,749,744,2,7
GCA_004117975.1_Trem_mese_ATCC28783_V1_genomic.fna,672,671,15,71
GCA_023101225.1_ASM2310122v1_genomic.fna,750,746,0,8
GCA_000182765.2_ASM18276v2_genomic.fna,724,720,4,30
GCA_027578935.1_UCR_CoemRSA1285_1.0_genomic.fna,519,423,107,132
GCA_027604365.1_ASM2760436v1_genomic.fna,562,536,49,147
GCA_011066605.1_ASM1106660v1_genomic.fna,745,744,5,8
GCA_018360585.1_CSU_LM582_v1_genomic.fna,743,737,7,8
GCA_030036475.2_CRE_HP.nuclear_genome_genomic.fna,714,27,1,43
GCA_904859925.1_Alectoria_sarmentosa_X12_MAG_genomic.fna,743,738,2,13
GCA_001006355.1_UCDDS831v0.1_genomic.fna,751,748,4,3
GCA_001664025.1_Hanva1_1_genomic.fna,463,454,51,244
GCA_905071755.1_LLFL_assembly_genomic.fna,615,613,52,91
GCA_030142185.1_ASM3014218v1_genomic.fna,745,742,7,6
GCA_024704195.1_ASM2470419v1_genomic.fna,744,742,7,7
GCA_019924265.1_ASM1992426v1_genomic.fna,752,751,2,4
GCA_001636795.1_LEL_1.0_genomic.fna,747,745,2,9
GCA_905071775.1_OV.v1_assembly_genomic.fna,598,597,53,107
GCA_027577075.1_UCR_CoemS85_1.0_genomic.fna,342,338,173,243
GCA_008692205.1_Ptr_V0001_genomic.fna,750,747,2,6
GCA_949125675.1_CIH_collapsed.nuclear_genome.ScRAP_genomic.fna,721,705,7,30
GCA_027578135.1_UCR_CoemRSA2524_1.0_genomic.fna,356,353,136,266
GCA_028027435.1_ASM2802743v1_genomic.fna,691,690,4,63
GCA_020503745.1_ASM2050374v1_genomic.fna,746,745,6,6
GCA_032760415.1_ASM3276041v1_genomic.fna,747,746,4,7
GCA_019207005.1_ASM1920700v1_genomic.fna,722,721,6,30
GCA_030435815.1_ASM3043581v1_genomic.fna,747,737,2,9
GCA_022814045.1_ASM2281404v1_genomic.fna,669,666,7,82
GCA_000950595.1_ASM95059v1_genomic.fna,724,643,7,27
GCA_045999785.1_ASM4599978v1_genomic.fna,750,747,2,6
GCA_015501055.1_Oudmuc1_genomic.fna,708,559,14,36
GCA_035928485.1_ASM3592848v1_genomic.fna,751,749,4,3
GCA_018360825.1_CSU_LM33_v1_genomic.fna,745,739,6,7
GCA_016858175.1_ASM1685817v1_genomic.fna,733,715,1,24
GCA_015529795.1_UCR_MspNRRL3175_1.0_genomic.fna,718,669,16,24
GCA_021432635.1_ThoPMI491_1_genomic.fna,741,735,1,16
GCA_019633565.1_Serend407_1.0_genomic.fna,564,557,62,132
GCA_010356925.1_ASM1035692v1_genomic.fna,733,715,1,24
GCA_003231355.1_Ptr11137_genomic.fna,750,743,2,6
GCA_027604505.1_ASM2760450v1_genomic.fna,479,471,84,195
GCA_030036055.1_AIS_collapsed.nuclear_genome_genomic.fna,729,712,4,25
GCA_020572995.1_ASM2057299v1_genomic.fna,746,744,7,5
GCA_033297205.1_Gelamo1_genomic.fna,753,752,2,3
GCA_020575975.1_ASM2057597v1_genomic.fna,747,745,6,5
GCA_015849325.1_UCR_MspKOD1229_1.0_genomic.fna,731,671,9,18
GCA_030913515.1_Collu1_genomic.fna,744,742,2,12
GCA_029989085.1_AMP_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_022813945.1_ASM2281394v1_genomic.fna,752,748,2,4
GCA_027575325.1_UCR_CoemRSA2675_1.0_genomic.fna,657,651,32,69
GCA_000143535.4_ASM14353v4_genomic.fna,751,750,4,3
GCA_027575875.1_UCR_KialRSA2140_1.0_genomic.fna,463,458,128,167
GCA_023065685.1_ASM2306568v1_genomic.fna,747,743,3,8
GCA_015849335.1_UCR_MchalAD033_1.0_genomic.fna,726,668,10,22
GCA_949124365.1_AIC.nuclear_genome.ScRAP_genomic.fna,732,715,2,24
GCA_004168565.1_ASM416856v1_genomic.fna,750,747,4,4
GCA_012931995.1_ASM1293199v1_genomic.fna,741,730,9,8
GCA_019207365.1_ASM1920736v1_genomic.fna,724,723,5,29
GCA_003698115.1_ASM369811v1_genomic.fna,736,732,10,12
GCA_949124485.1_AVN_collapsed.nuclear_genome.ScRAP_genomic.fna,730,713,4,24
GCA_020501895.1_ASM2050189v1_genomic.fna,747,746,6,5
GCA_002234985.1_ASM223498v1_genomic.fna,744,741,7,7
GCA_000875815.1_Cryp_gatt_E566_V1_genomic.fna,720,719,9,29
GCA_042826995.1_ASM4282699v1_genomic.fna,746,739,3,9
GCA_027886305.1_LlaTMI1499_1_genomic.fna,711,702,20,27
GCA_019633535.1_Tulinq235_1.0_genomic.fna,722,716,12,24
GCA_030435635.1_Armbor1_genomic.fna,722,631,7,29
GCA_002104985.1_Rhihy1_genomic.fna,576,315,59,123
GCA_030061875.1_Pva_DTO27B9_1_genomic.fna,750,745,2,6
GCA_947243805.1_Suva-CBS7001_genomic.fna,733,714,1,24
GCA_023645955.1_KEW_Vaur_genomic.fna,676,674,35,47
GCA_042370945.1_Theau2_genomic.fna,750,749,1,7
GCA_035926105.1_ASM3592610v1_genomic.fna,749,748,5,4
GCA_002222315.1_Cryp_neof_Th84_V1_genomic.fna,703,700,9,46
GCA_027945255.1_F_oxy_CF00144_genomic.fna,702,699,4,52
GCA_018360215.1_CSU_CCC535_v1_genomic.fna,741,736,8,9
GCA_023138615.1_ASM2313861v1_genomic.fna,747,745,3,8
GCA_027604625.1_ASM2760462v1_genomic.fna,551,543,85,122
GCA_021527035.1_Lacviv1_genomic.fna,732,661,6,20
GCA_022606075.1_Pipbet1_1_genomic.fna,721,703,5,32
GCA_020577795.1_ASM2057779v1_genomic.fna,747,745,6,5
GCA_024244595.1_UCR_Aatr_1.0_genomic.fna,365,298,199,194
GCA_030062335.1_Pva_DTO282F9_1_genomic.fna,749,743,2,7
GCA_020744115.1_Fustri1_genomic.fna,745,741,6,7
GCA_012295545.2_ASM1229554v2_genomic.fna,737,734,5,16
GCA_028826785.1_ASM2882678v1_genomic.fna,717,713,21,20
GCA_022831565.1_ASM2283156v1_genomic.fna,749,747,4,5
GCA_022578665.1_Nemdif1_genomic.fna,744,741,2,12
GCA_018994105.1_ASM1899410v1_genomic.fna,622,618,89,47
GCA_015178975.1_Hyssto1_genomic.fna,740,730,6,12
GCA_024663395.1_Pisti2_genomic.fna,729,320,8,21
GCA_027579375.1_UCR_CoacRSA476_1.0_genomic.fna,653,644,19,86
GCA_026023695.1_ASM2602369v1_genomic.fna,736,734,8,14
GCA_020501885.1_ASM2050188v1_genomic.fna,745,744,7,6
GCA_027575685.1_UCR_CoemRSA989_1.0_genomic.fna,681,665,11,66
GCA_016097885.1_UCR_MgloAD054_1.0_genomic.fna,708,658,25,25
GCA_905359475.1_MDC_Fg851_genomic.fna,747,745,3,8
GCA_022814265.1_ASM2281426v1_genomic.fna,750,749,2,6
GCA_000513335.1_PCAMFM013_20131106_genomic.fna,750,746,4,4
GCA_025716815.1_Dicele1_genomic.fna,726,662,6,26
GCA_000975615.2_Sc_YJM244_v1_genomic.fna,727,710,1,30
GCA_027595765.1_UCR_CoemRSA1821_1.0_genomic.fna,677,662,14,67
GCA_020500395.1_ASM2050039v1_genomic.fna,746,745,6,6
GCA_027604545.1_ASM2760454v1_genomic.fna,575,514,58,125
GCA_963921855.1_CBS139899_annotated_assembly_genomic.fna,751,749,0,7
GCA_030039215.1_DBVPG_5303_genomic.fna,659,657,31,68
GCA_020579855.1_ASM2057985v1_genomic.fna,746,744,7,5
GCA_001593125.1_ASM159312v1_genomic.fna,716,702,11,31
GCA_020501475.1_ASM2050147v1_genomic.fna,744,743,7,7
GCA_011074865.2_ASM1107486v2_genomic.fna,711,709,9,38
GCA_022376525.1_Rusvin1_genomic.fna,683,626,15,60
GCA_025603075.1_Conth1_genomic.fna,540,535,69,149
GCA_020500185.1_ASM2050018v1_genomic.fna,745,744,5,8
GCA_024195545.1_ASM2419554v1_genomic.fna,744,89,9,5
GCA_019207735.1_ASM1920773v1_genomic.fna,724,723,8,26
GCA_000170995.2_TRIVI_v2.0_genomic.fna,745,740,4,9
GCA_035196885.1_UCD_CFR4_genomic.fna,754,752,0,4
GCA_021432605.1_ConPMI546_genomic.fna,749,747,3,6
GCA_019924775.1_ASM1992477v1_genomic.fna,659,632,70,29
GCA_001466685.1_ASM146668v1_genomic.fna,721,670,4,33
GCA_019925215.1_ASM1992521v1_genomic.fna,641,608,81,36
GCA_004154975.1_ASM415497v1_genomic.fna,742,740,6,10
GCA_012932025.1_ASM1293202v1_genomic.fna,744,740,8,6
GCA_002105135.1_Synrac1_genomic.fna,713,671,14,31
GCA_023134235.1_ASM2313423v1_genomic.fna,746,744,2,10
GCA_000966595.1_ASM96659v1_genomic.fna,750,749,5,3
GCA_024195555.1_ASM2419555v1_genomic.fna,739,24,13,6
GCA_023705605.1_Chig_4.0_genomic.fna,726,724,13,19
GCA_001632375.1_Exigl1_genomic.fna,699,503,21,38
GCA_026023875.1_ASM2602387v1_genomic.fna,750,748,1,7
GCA_020501445.1_ASM2050144v1_genomic.fna,746,745,6,6
GCA_020740775.1_Neora1_genomic.fna,744,737,1,13
GCA_013201865.1_ASM1320186v1_genomic.fna,749,745,2,7
GCA_040256725.1_ASM4025672v1_genomic.fna,727,642,10,21
GCA_949125475.1_CCN.nuclear_genome.ScRAP_genomic.fna,732,715,1,25
GCA_947370195.1_BAH.nuclear_genome_genomic.fna,732,715,1,25
GCA_019207235.1_ASM1920723v1_genomic.fna,723,722,6,29
GCA_003171545.1_PtrARCrossB10_genomic.fna,750,747,2,6
GCA_010093925.1_Zoprh1_genomic.fna,750,742,1,7
GCA_000798715.1_ASM79871v1_genomic.fna,744,742,7,7
GCA_900242695.1_Ustilago_hordeaceus_version_1_genomic.fna,736,730,6,16
GCA_020501635.1_ASM2050163v1_genomic.fna,746,745,7,5
GCA_018296345.1_ASM1829634v1_genomic.fna,751,747,1,6
GCA_036872715.1_ASM3687271v1_genomic.fna,754,25,1,3
GCA_000347355.1_ASM34735v1_genomic.fna,747,741,5,6
GCA_023645975.1_KEW_Ucar_genomic.fna,739,735,7,12
GCA_042257625.1_ASM4225762v1_genomic.fna,745,743,3,10
GCA_043234795.1_ASM4323479v1_genomic.fna,751,750,2,5
GCA_020501765.1_ASM2050176v1_genomic.fna,747,746,6,5
GCA_009733575.1_Gyman1_genomic.fna,717,690,12,29
GCA_000507485.3_Kwon_mang_CBS8886_V1_genomic.fna,721,720,9,28
GCA_022606135.1_Fomfom1_genomic.fna,725,714,10,23
GCA_021495925.2_ASM2149592v2_genomic.fna,750,747,4,4
GCA_024761845.1_ASM2476184v1_genomic.fna,719,98,27,12
GCA_004918925.1_ASM491892v1_genomic.fna,688,687,14,56
GCA_017366145.1_ASM1736614v1_genomic.fna,744,741,5,9
GCA_003611235.1_ASM361123v1_genomic.fna,749,746,6,3
GCA_949125895.1_CGH_1_collapsed.nuclear_genome.ScRAP_genomic.fna,730,709,4,24
GCA_020726575.1_Plecucu1_genomic.fna,740,739,6,12
GCA_020501705.1_ASM2050170v1_genomic.fna,743,742,7,8
GCA_030267645.1_ASM3026764v1_genomic.fna,732,717,1,25
GCA_949125665.1_CAS_1a.nuclear_genome.ScRAP_genomic.fna,732,715,2,24
GCA_029542965.1_ASM2954296v1_genomic.fna,714,713,7,37
GCA_009176405.1_Aspnovo1_genomic.fna,750,747,3,5
GCA_036872695.1_ASM3687269v1_genomic.fna,747,745,6,5
GCA_018296085.1_ASM1829608v1_genomic.fna,661,655,53,44
GCA_020503515.1_ASM2050351v1_genomic.fna,745,744,7,6
GCA_022830665.1_ASM2283066v1_genomic.fna,742,740,7,9
GCA_000442015.1_Rozella_k41_t100_genomic.fna,457,457,59,242
GCA_023065595.1_ASM2306559v1_genomic.fna,747,745,3,8
GCA_030267745.1_ASM3026774v1_genomic.fna,453,448,150,155
GCA_020502435.1_ASM2050243v1_genomic.fna,746,745,7,5
GCA_001653205.1_ASM165320v1_genomic.fna,743,740,6,9
GCA_030247885.1_UCR_JES119_genomic.fna,712,710,23,23
GCA_900157425.1_version_2_genomic.fna,728,719,5,25
GCA_022376535.1_XylFL0662B_genomic.fna,736,733,4,18
GCA_023065655.1_ASM2306565v1_genomic.fna,749,745,3,6
GCA_002895985.1_ASM289598v1_genomic.fna,750,749,3,5
GCA_020498885.1_ASM2049888v1_genomic.fna,744,743,7,7
GCA_001466575.1_ASM146657v1_genomic.fna,725,686,2,31
GCA_018296305.1_ASM1829630v1_genomic.fna,750,746,1,7
GCA_027578855.1_UCR_CoemRSA1721_1.0_genomic.fna,443,423,20,295
GCA_028751425.1_UCR_PencilliumYAP1_1.1_genomic.fna,745,743,0,13
GCA_022813885.1_ASM2281388v1_genomic.fna,751,747,2,5
GCA_024195585.1_ASM2419558v1_genomic.fna,741,21,12,5
GCA_014132395.1_Scer_P-684_01_genomic.fna,725,707,2,31
GCA_002102555.1_Catan2_genomic.fna,546,329,52,160
GCA_018360205.1_CSU_CCC659_v1_genomic.fna,743,741,6,9
GCA_000448365.1_ASM44836v1_genomic.fna,622,621,54,82
GCA_000150475.2_Paracocci_br_Pb03_V2_genomic.fna,742,741,6,10
GCA_016098135.1_UCR_MwolfiiNRRL66265_1.0_genomic.fna,731,722,11,16
GCA_003344705.1_Aspni_bvT_1_genomic.fna,747,745,2,9
GCA_004366825.1_ASM436682v1_genomic.fna,750,748,0,8
GCA_003788565.2_Ascim1_genomic.fna,721,711,9,28
GCA_019207205.1_ASM1920720v1_genomic.fna,724,723,5,29
GCA_949124115.1_AMP_1a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_023375755.1_ASM2337575v1_genomic.fna,743,737,7,8
GCA_003033665.1_FusCulm_01_genomic.fna,725,723,20,13
GCA_904859945.1_Alectoria_sarmentosa_Tagirdzhanova-0007_MAG_genomic.fna,739,736,2,17
GCA_022376515.1_Lacvol1_genomic.fna,718,493,11,29
GCA_004918025.1_ASM491802v1_genomic.fna,688,687,14,56
GCA_900519115.1_Bgt_genome_v3.16_genomic.fna,747,739,4,7
GCA_949124145.1_ADS.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_002008065.1_ASM200806v1_genomic.fna,707,705,12,39
GCA_004918575.1_ASM491857v1_genomic.fna,750,748,5,3
GCA_000260175.2_FO_Cotton_V1_genomic.fna,749,743,2,7
GCA_024760885.1_ASM2476088v1_genomic.fna,752,750,4,2
GCA_023134265.1_ASM2313426v1_genomic.fna,747,745,1,10
GCA_004918275.1_ASM491827v1_genomic.fna,752,751,2,4
GCA_903989565.1_canParB_genomic.fna,724,721,4,30
GCA_022592445.1_Cytmel1_genomic.fna,721,715,7,30
GCA_000827325.1_Oidiodendron_maius_Zn_v1.0_genomic.fna,746,740,4,8
GCA_002222225.1_Cryp_neof_Br795_V1_genomic.fna,698,694,8,52
GCA_027596195.1_ASM2759619v1_genomic.fna,531,488,54,173
GCA_002072345.1_ASM207234v1_genomic.fna,747,745,2,9
GCA_033439765.1_Lasov1_genomic.fna,747,742,3,8
GCA_022578605.1_CtCBS203_1_genomic.fna,752,751,2,4
GCA_022831355.1_ASM2283135v1_genomic.fna,748,746,4,6
GCA_015847225.1_UCR_Ltran_NRRL5525_1.0_genomic.fna,607,574,85,66
GCA_009176385.1_Asppar1_genomic.fna,750,744,2,6
GCA_900096635.1_version_1_genomic.fna,751,746,2,5
GCA_002157105.1_PirspE2_v1.0_genomic.fna,378,370,96,284
GCA_004917185.1_ASM491718v1_genomic.fna,753,752,2,3
GCA_009728635.1_ASM972863v1_genomic.fna,743,741,7,8
GCA_012980535.1_ASM1298053v1_genomic.fna,731,722,9,18
GCA_033296695.1_Stalo1_genomic.fna,748,741,3,7
GCA_015039355.1_Ramac1_genomic.fna,742,725,8,8
GCA_008704415.1_Sphbr2_genomic.fna,728,672,6,24
GCA_004154815.1_ASM415481v1_genomic.fna,752,750,3,3
GCA_022788425.1_ASM2278842v1_genomic.fna,750,747,2,6
GCA_004918015.1_ASM491801v1_genomic.fna,680,679,12,66
GCA_018902385.1_ASM1890238v1_genomic.fna,732,729,4,22
GCA_000149815.1_ASM14981v1_genomic.fna,666,665,50,42
GCA_022814255.1_ASM2281425v1_genomic.fna,747,746,0,11
GCA_027886325.1_Lbo_TFB10291_1_genomic.fna,728,725,14,16
GCA_004918325.1_ASM491832v1_genomic.fna,688,686,13,57
GCA_949122425.1_CKB_HP2.nuclear_genome.ScRAP_genomic.fna,692,680,2,64
GCA_027577275.1_UCR_CoemRSA988_1.0_genomic.fna,635,628,24,99
GCA_000313545.1_ASM31354v1_genomic.fna,676,673,34,48
GCA_027595875.1_Lecanicillium_fungicola_reass_enz_genomic.fna,418,411,103,237
GCA_030553495.1_ASM3055349v1_genomic.fna,660,658,58,40
GCA_911175185.1_Pnal_ESE00263_genomic.fna,747,742,1,10
GCA_000315895.1_ASM31589v1_genomic.fna,740,8,0,18
GCA_003850985.1_Aawm_assembly01_genomic.fna,750,748,2,6
GCA_000697705.1_Botbo1_genomic.fna,714,704,17,27
GCA_022160365.1_Varmin1_genomic.fna,735,728,8,15
GCA_027577315.1_UCR_CoemRSA921_1.0_genomic.fna,359,353,131,268
GCA_025093555.1_Cirumb1_genomic.fna,729,676,10,19
GCA_032878545.1_FOV4_152J_1.0_genomic.fna,729,724,14,15
GCA_015657495.1_Crevar1_genomic.fna,740,737,5,13
GCA_030926145.1_ASM3092614v1_genomic.fna,749,56,6,3
