Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_032206225.1	FOAM13_A1	Fusarium oxysporum f. sp. albedinis	72712			Foa 44					Annotation submitted by INRA, Unite de Recherche en Biotechnologie	Chromosome	2024-08-12	JACSDM01	51
GCA_001702695.2	ASM170269v2	Fusarium oxysporum f. sp. radicis-cucumerinum	327505			Forc016					Annotation submitted by University of Amsterdam	Chromosome	2017-09-25	MABQ02	32
GCA_031834405.1	ASM3183440v1	Fusarium oxysporum II5	660034			II5					Annotation submitted by UMass	Chromosome	2023-09-25	JAOUYE01	53
GCA_003615085.1	FoC_Fus2_v1	Fusarium oxysporum f. sp. cepae	396571			FoC_Fus2					Harrison Lab NIAB-EMR Release 1.01	Chromosome	2018-10-05	MRCU01	34
GCA_000149385.1	ASM14938v1	Cryptococcus neoformans var. neoformans B-3501A	283643			B-3501A					Annotation submitted by Stanford University	Chromosome	2004-07-16	AAEY01	14
GCF_000149385.1	ASM14938v1	Cryptococcus neoformans var. neoformans B-3501A	283643			B-3501A					Annotation submitted by Stanford University	Chromosome	2004-07-16	AAEY01	14
GCA_040142845.1	UCR_Afum_ATCC42202_1.0	Aspergillus fumigatus	746128			ATCC 42202					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBBFMX01	15
GCA_040142945.1	UCR_Afum_B5233_1.0	Aspergillus fumigatus	746128			B5233					Annotation submitted by University of California, Riverside	Chromosome	2024-06-13	JBBFMZ01	13
GCA_040142885.1	UCR_Afum_ATCC13073_1.0	Aspergillus fumigatus	746128			ATCC 13073					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBBFMW01	9
GCA_040142975.1	UCR_Afum_H237_1.0	Aspergillus fumigatus	746128			H237					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBBFNB01	23
GCA_040167795.1	UCR_Afum_W72310_1.0	Aspergillus fumigatus	746128			W72310					Annotation submitted by University of California Riverside	Chromosome	2024-06-13	JBBFNC01	10
GCA_040142855.1	UCR_Afum_47-10_1.0	Aspergillus fumigatus	746128			47-10					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBBFMT01	12
GCA_040142875.1	UCR_Afum_08-19-02-30_1.0	Aspergillus fumigatus	746128			08-19-02-30					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBBFMU01	16
GCA_040142865.1	UCR_Afum_47-4_1.0	Aspergillus fumigatus	746128			47-4					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBBFMV01	26
GCA_040167805.1	UCR_Afum_D141_1.0	Aspergillus fumigatus	746128			D141					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBDLLN01	25
GCA_040142955.1	UCR_Afum_ATCC46645_1.0	Aspergillus fumigatus	746128			ATCC 46645					Annotation submitted by Geisel School of Medicine at Dartmouth	Chromosome	2024-06-13	JBBFMY01	20
GCA_002219185.1	ASM221918v1	Nakaseomyces glabratus	5478			DSY562					Annotation submitted by University of Lausanne	Chromosome	2017-07-14	MVOE01	18
GCA_002219195.1	ASM221919v1	Nakaseomyces glabratus	5478			DSY565					Annotation submitted by University of Lausanne	Chromosome	2017-07-14	MVOF01	23
GCA_025331905.1	ASM2533190v1	Nakaseomyces glabratus	5478			P35-2					Annotation submitted by BSC	Chromosome	2022-09-25	JAJQVL01	14
GCA_020797325.1	ASM2079732v1	Nakaseomyces glabratus	5478			CAS08-0027					Annotation submitted by BSC	Chromosome	2021-11-08	JAGTTZ01	22
GCA_020797185.1	ASM2079718v1	Nakaseomyces glabratus	5478			DPK762					Annotation submitted by BSC	Chromosome	2021-11-08	JAGTTY01	23
GCA_020797355.1	ASM2079735v1	Nakaseomyces glabratus	5478			CAS08-0425					Annotation submitted by BSC	Chromosome	2021-11-08	JAGTUA01	25
GCA_020797195.1	ASM2079719v1	Nakaseomyces glabratus	5478			DPL245					Annotation submitted by BSC	Chromosome	2021-11-08	JAGTTW01	23
GCA_020797225.1	ASM2079722v1	Nakaseomyces glabratus	5478			DPL1021					Annotation submitted by BSC	Chromosome	2021-11-08	JAGTTX01	22
GCA_020797215.1	ASM2079721v1	Nakaseomyces glabratus	5478			DPK305					Annotation submitted by BSC	Chromosome	2021-11-08	JAGTTU01	28
GCA_025331885.1	ASM2533188v1	Nakaseomyces glabratus	5478			M6					Annotation submitted by BSC	Chromosome	2022-09-25	JAJQVK01	19
GCA_020797205.1	ASM2079720v1	Nakaseomyces glabratus	5478			CAS08-0016					Annotation submitted by BSC	Chromosome	2021-11-08	JAGTTV01	32
GCA_900044135.1	GZPH1RResV1	Fusarium graminearum	5518			PH-1					Annotation submitted by ROTHAMSTED RESEARCH	Chromosome	2016-08-03		5
GCA_037074405.1	ASM3707440v1	Fusarium graminearum	5518			KSU23468					Annotation submitted by Kansas State University	Chromosome	2024-03-13	JAUZNN01	7
GCA_037074415.1	ASM3707441v1	Fusarium graminearum	5518			KSU23389					Annotation submitted by Kansas State University	Chromosome	2024-03-13	JAUZNM01	16
GCA_000599445.1	CS3005v1	Fusarium graminearum	5518			CS3005					Annotation submitted by CSIRO	Chromosome	2014-03-25	JATU01	199
GCA_004109745.1	ASM410974v1	Verticillium dahliae	27337			Getta Getta					Annotation submitted by CSIRO	Chromosome	2019-01-25	RSDZ01	277
GCA_003320035.1	VdGwydir1A3	Verticillium dahliae	27337			Gwydir1A3					Annotation submitted by CSIRO	Chromosome	2018-07-15	QEPA01	163
GCA_003316995.2	ASM331699v2	Fusarium verticillioides	117187			BRIP53590					Annotation submitted by CSIRO	Chromosome	2018-11-02	QKXB01	258
GCA_003317015.2	ASM331701v2	Fusarium verticillioides	117187			BRIP53263					Annotation submitted by CSIRO	Chromosome	2018-11-02	QJUS01	153
GCA_003316975.2	ASM331697v2	Fusarium verticillioides	117187			BRIP14953					Annotation submitted by CSIRO	Chromosome	2018-11-02	QFXM01	255
GCA_001708085.1	ASM170808v1	Komagataella phaffii	460519								Annotation submitted by Massachusetts Institute of Technology	Chromosome	2016-08-12		7
GCA_001746955.1	ASM174695v1	Komagataella phaffii GS115	644223			GS115					Annotation submitted by Massachusetts Institute of Technology	Chromosome	2016-09-21		10
GCA_029852705.2	AS_PC9.15	Pleurotus ostreatus	5322			PC9.15					Annotation submitted by Academia Sinica	Chromosome	2023-05-15	JAQZRA01	13
GCA_015476405.1	ASM1547640v1	Lentinula edodes	5353			L808					Annotation submitted by Gooalgene	Chromosome	2020-11-16	JABFYJ01	25
GCA_000710275.1	ASM71027v1	Penicillium chrysogenum	5076			P2niaD18					Annotation submitted by Ruhr-Univeristaet Bochum	Chromosome	2014-06-23	JMSF01	4
GCA_014872705.1	ASM1487270v1	Agaricus bisporus var. burnettii	192524			H119_p4					Annotation submitted by Utrecht University	Chromosome	2020-10-21	JABXXO01	16
GCA_025169535.1	ASM2516953v1	Puccinia striiformis f. sp. tritici	168172			CYR34					Annotation submitted by Washington State University	Chromosome	2022-09-14	JANSJV01	89
GCA_025169555.1	ASM2516955v1	Puccinia striiformis f. sp. tritici	168172			93-210					Annotation submitted by Washington State University	Chromosome	2022-09-14	JANSJU01	137
GCA_009650675.1	ASM965067v1	Talaromyces marneffei	37727			11CN-03-130					Annotation submitted by Broad Institute	Chromosome	2019-11-14	WINJ01	9
GCA_001413975.1	ASM141397v1	Saccharomyces boulardii (nom. inval.)	252598			unique28					Annotation submitted by Institute of Microbial Technology	Chromosome	2015-11-02	LIOO01	27
GCA_001298375.2	ASM129837v2	Saccharomyces boulardii (nom. inval.)	252598			biocodex					Annotation submitted by Institute of Microbial Technology	Chromosome	2015-11-02	LIIL01	28
GCA_001703955.2	RBG5266v2	Fusarium pseudograminearum	101028			RBG5266					Annotation submitted by CSIRO	Chromosome	2016-08-12	JTGC01	77
GCA_000818155.1	ASM81815v1	Valsa mali	105487			03-8					Annotation submitted by Northwest A&F University	Chromosome	2015-01-20	JUIY01	353
GCA_022813025.1	PTR_B91	Pyrenophora tritici-repentis	45151						Biotrigo9-1		Annotation submitted by Curtin University	Chromosome	2022-04-04	JAHCYZ01	71
GCA_003231415.2	CUR_PtrDW5_2.1	Pyrenophora tritici-repentis	45151			DW5					Annotation submitted by Curtin University	Chromosome	2020-09-21	MUXC02	58
GCA_003231325.2	CUR_Ptr134_2.0	Pyrenophora tritici-repentis	45151			134					Annotation submitted by Curtin University	Chromosome	2021-09-09	MVBF02	27
GCA_022813065.1	ASM2281306v1	Pyrenophora tritici-repentis	45151						L13-192		Annotation submitted by Curtin University	Chromosome	2022-04-04	JAHCSW01	55
GCA_022837075.1	CUR_Ptr902_1.0	Pyrenophora tritici-repentis	45151			Ptr90-2					Annotation submitted by Curtin University	Chromosome	2022-04-08	JAAFOX01	151
GCA_003231425.2	Ptr86-124.v2	Pyrenophora tritici-repentis	45151			86-124					Annotation submitted by Curtin University	Chromosome	2022-03-30	NRDI02	135
GCA_900232045.3	PTTW11	Pyrenophora teres f. teres	97479						W1-1		Annotation submitted by CURTIN UNIVERSITY	Chromosome	2021-09-24	OCTH03	57
GCA_035196885.1	UCD_CFR4	Fulvia fulva	5499			Race 4					Annotation submitted by University of California	Chromosome	2024-01-12	JARJJH01	15
GCA_035196915.1	UCD_Clafu_0WU	Fulvia fulva	5499			0WU					Annotation submitted by University of California	Chromosome	2024-01-12	JARNMG01	17
GCA_000230245.1	ASM23024v1	Sporisorium reilianum SRZ2	999809								Annotation submitted by Munich Information Center for Protein Sequences	Chromosome	2011-08-11		44
GCA_023748725.1	Uh811_v1	Ustilago hordei	120017			Uh811					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUY01	26
GCA_023748765.1	Uh818_v1	Ustilago hordei	120017			Uh818					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUX01	25
GCA_023748735.1	Uh1273_v1	Ustilago hordei	120017			Uh1273					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUW01	38
GCA_023748715.1	Uh1278_v1	Ustilago hordei	120017			Uh1278					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUV01	27
GCA_023748825.1	Uh359_v1	Ustilago hordei	120017			Uh359					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUZ01	46
GCA_001618945.2	ASM161894v2	Drechmeria coniospora	98403			ATCC 96282					Annotation submitted by CNRS	Chromosome	2022-01-12	JYHR02	41
GCA_000292725.1	SacArb1.0	Saccharomyces arboricola H-6	1160507			H-6					Annotation submitted by The University of Nottingham	Chromosome	2012-09-11	ALIE01	34
GCF_000292725.1	SacArb1.0	Saccharomyces arboricola H-6	1160507			H-6					Annotation submitted by NCBI RefSeq	Chromosome	2012-09-11	ALIE01	34
GCA_025433555.1	ASM2543355v1	Fusarium keratoplasticum	1328300						LHS11.1		Annotation submitted by Academia Sinica	Chromosome	2022-10-03	JANGYA01	26
GCA_002335645.1	ScerevisiaeKagoshima_assembly01	Saccharomyces cerevisiae	4932			Kagoshima no. 2					Annotation submitted by Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	Scaffold	2017-08-29	BEGW01	32
GCA_000181435.1	ASM18143v1	Saccharomyces cerevisiae YJM789	307796			YJM789					Annotation submitted by Stanford University	Scaffold	2007-07-13	AAFW02	258
GCA_000325965.1	ScQA23_v01	Saccharomyces cerevisiae Lalvin QA23	764098			Lalvin QA23					Annotation submitted by The Australian Wine Research Institute	Scaffold	2011-02-11	ADVV01	185
GCA_000182315.2	ASM18231v2	Saccharomyces cerevisiae JAY291	574961			JAY291					Annotation submitted by Duke University Medical Center	Scaffold	2012-05-25	ACFL01	427
GCA_024195175.2	BUUCAGL_2022	Nakaseomyces glabratus	5478			ML72254					Annotation submitted by Uludag University Medical School	Scaffold	2023-06-12	JAKLYX02	73
GCA_000002855.2	ASM285v2	Aspergillus niger	5061								Annotation submitted by DSM, The Netherlands	Scaffold	2007-04-11		19
GCA_001602395.1	AspL_2604	Aspergillus luchuensis	1069201			RIB 2604					Annotation submitted by National Institute of Brewing	Scaffold	2016-03-01	BCWF01	44
GCA_031213615.1	MorSM40-3	Pyrenophora teres f. teres	97479						MorSM40-3		Annotation submitted by USDA-ARS	Scaffold	2023-09-07	JARNJC01	37
GCA_001675295.1	FPOA1.0	Fusarium poae	36050			2516					Annotation submitted by Wageningen UR	Scaffold	2016-06-22	LYXU01	179
GCA_007168705.1	ASM716870v1	Candidozyma auris	498019			JCM 15448					Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Contig	2019-07-11	BGOX01	
GCA_003184595.1	Asplac1	Aspergillus niger CBS 101883	1450533			CBS 101883					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-06-04	MSFR01	107
GCF_003184595.1	Asplac1	Aspergillus niger CBS 101883	1450533			CBS 101883					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-06-04	MSFR01	107
GCA_046127475.1	ASM4612747v1	Talaromyces marneffei	37727			ATCC 18224					Annotation submitted by The Hong Kong Polytechnic University	Contig	2024-12-17	JBIHLN01	
GCA_000616845.1	Tric_kane_CBS_289_86_V1	Trichophyton rubrum CBS 289.86	1215329			CBS 289.86					Annotation submitted by Broad Institute	Scaffold	2014-04-08	AOKV01	521
GCA_000616805.1	Tric_fish_CBS_100081_V1	Trichophyton rubrum CBS 100081	1215328			CBS 100081					Annotation submitted by Broad Institute	Scaffold	2014-04-08	AOKT01	550
GCA_001673695.2	ASM167369v2	Clavispora lusitaniae	36911			CBS 6936					Annotation submitted by Bordeaux University	Scaffold	2017-06-08	LYUB02	53
GCA_019207935.1	ASM1920793v1	Ogataea parapolymorpha	1005962						CBS 12304		Annotation submitted by Colorado College	Scaffold	2021-07-13	JAHLVI01	41
GCA_000591435.1	MR2010_11_27	Metarhizium robertsii	568076			ARSEF 2575					Annotation submitted by U.S. Department of Agriculture	Scaffold	2014-03-17	JELW01	367
GCA_000829775.1	TcelY94_1.0	Talaromyces pinophilus	128442			Y-94					Annotation submitted by National Institute of Advanced Industrial Science and Technology (AIST)	Scaffold	2015-01-16	BBPS01	60
GCA_001245095.1	cj1	Cyberlindnera jadinii	4903			CBS1600					Annotation submitted by JUSTUS LIEBIG UNIVERSITAT	Scaffold	2015-07-26	CDQK01	7
GCA_013396185.1	ASM1339618v1	Fusarium circinatum	48490			NRRL 25331					Annotation submitted by US Department of Agriculture, Agriculture Research Service	Scaffold	2020-07-10	JAAQPE01	1222
GCA_003025155.1	Trilo3	Trichoderma longibrachiatum ATCC 18648	983965			ATCC 18648					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-03-30	MBDJ01	130
GCA_000389695.3	Cfim3.0	Ceratocystis fimbriata CBS 114723	1035309			CBS 114723					Annotation submitted by Inqaba Biotech	Scaffold	2017-10-18	APWK03	397
GCA_001661325.1	Lipst1_1	Lipomyces starkeyi NRRL Y-11557	675824			NRRL Y-11557					Annotation submitted by JGI	Scaffold	2016-09-09	LSGR01	117
GCA_000442885.1	ZYBA0	Zygosaccharomyces bailii CLIB 213	1333698			CLIB 213 = CBS 680					Annotation submitted by INRAMONTPELLIER	Contig	2013-07-10		
GCA_000149895.1	ASM14989v1	Coccidioides immitis RMSCC 2394	404692			RMSCC 2394					Annotation submitted by Broad Institute	Scaffold	2006-11-02	AATX01	23
GCA_003704575.1	ASM370457v1	Hortaea werneckii	91943			EXF-151					Annotation submitted by Biotechnical Faculty, University of Ljubljana	Contig	2018-10-31	QWIN01	
GCA_019207995.1	ASM1920799v1	Ogataea polymorpha	460523						CBS 4732		Annotation submitted by Colorado College	Scaffold	2021-07-13	JAHLVT01	58
GCA_000151595.1	BD_ATCC18188_V1	Blastomyces dermatitidis ATCC 18188	653446			ATCC 18188					Annotation submitted by Broad Institute	Scaffold	2010-03-30	ADMK01	4159
GCA_000167075.2	Saccharomyces_kudriavzevii_strain_IFO1802_v1.0	Saccharomyces kudriavzevii IFO 1802	226230			IFO 1802					Annotation submitted by Washington University School of Medicine	Scaffold	2012-08-22	AACI03	2054
GCA_900322835.1	Pse_antar_v1	Moesziomyces antarcticus	84753			ATCC 34888					Annotation submitted by Technische Universitat Munchen - WZW	Contig	2019-08-26	OOIQ01	
GCA_021556675.1	ASM2155667v1	Batrachochytrium salamandrivorans	1357716			AMFP13/1					Annotation submitted by Ghent University	Contig	2022-01-23	JAKFGI01	
GCA_000227095.3	Scomplicata_3.0	Saitoella complicata NRRL Y-17804	698492			NRRL Y-17804					Annotation submitted by Saitoella complicata genome sequencing consortium	Contig	2015-04-22	BACD03	
GCA_021556705.1	ASM2155670v1	Batrachochytrium salamandrivorans	1357716			AMFP13/1					Annotation submitted by Ghent University	Contig	2022-01-23	JAKFGJ01	
GCA_030867325.1	Colsu1	Colletotrichum sublineola	1173701			S3.001					Annotation submitted by DOE Joint Genome Institute	Scaffold	2023-08-22	JAHMHV01	1434
GCA_000517465.1	PseuAph1.0	Moesziomyces aphidis	84754			DSM 70725					Annotation submitted by Fraunhofer IGB	Scaffold	2014-01-10	AWNI01	42
GCA_000313545.1	ASM31354v1	Serendipita indica DSM 11827	1109443			DSM 11827					Annotation submitted by Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum München, Neuherberg, Germany	Scaffold	2012-01-25	CAFZ01	1884
GCA_001908125.1	ASM190812v1	Penicillium subrubescens	1316194			CBS 132785		Helsinki			Annotation submitted by CBS-KNAW Fungal Biodiversity Centre Institute of the Royal Netherlands Academy of Arts and Science	Scaffold	2016-12-19	MNBE01	776
GCA_013421405.2	ASM1342140v2	Aspergillus alliaceus	209559			FRR 5400					Annotation submitted by The University of Western Australia	Scaffold	2020-07-17	SPNV01	1211
GCA_030913515.1	Collu1	Colletotrichum lupini	145971			CBS 109225					Annotation submitted by DOE Joint Genome Institute	Contig	2023-08-24	JAHMHT01	
GCA_022533605.1	ASM2253360v1	Komagataella kurtzmanii	1342318			VKPM Y-727					Annotation submitted by Kurchatov Center for Genomic Research	Contig	2022-03-10	JAJNPM01	
GCA_009176455.1	Aspmin1	Aspergillus minisclerotigenes	656917			CBS 117635					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-10-18	SWDZ01	296
GCA_010723835.1	ASM1072383v1	Aspergillus udagawae	91492			IFM 46972					Annotation submitted by Medical Mycology Research Center	Scaffold	2020-02-04	BLKC01	576
GCA_002749805.1	ASM274980v1	Aspergillus arachidicola	656916			CBS 117610					Annotation submitted by USDA-ARS-SRRC	Contig	2017-11-03	NEXV01	
GCA_008355005.1	Tsuc_wing_DSM_27421_V6	Cryptococcus floricola	2591691			DSM 27421					Annotation submitted by Broad Institute	Scaffold	2019-08-27	NIDF01	573
GCA_004798825.1	ASM479882v1	Aspergillus tanneri	1220188			NIH1004					Annotation submitted by JCVI	Scaffold	2019-04-17	SOSA01	1715
GCA_004325045.1	FIOER33 v1	Hamiltosporidium tvaerminnensis	1176355						FI-OER-3-3		Annotation submitted by Illinois Institute of Technology	Contig	2019-03-05	PITJ01	
GCA_000820885.1	KLDO_01	Kluyveromyces dobzhanskii CBS 2104	1427455			CBS 2104					Annotation submitted by SciLifeLab	Contig	2015-01-16	CCBQ01	
GCA_000986665.1	ASM98666v1	Aspergillus ochraceoroseus	138278			SRRC1432					Annotation submitted by USDA-ARS-SRRC	Contig	2015-04-30	JYKN01	
